orderid,customerid,order_status_update_timestamp,order_status
5929,297,04-01-1973 12:33,Delivered
5930,297,26-01-1995 12:34,Received
5930,297,27-01-1995 12:34,InProgress
5930,297,28-01-1995 12:34,Delivered
5931,297,05-07-2005 14:11,Received
5931,297,06-07-2005 14:11,InProgress
5931,297,07-07-2005 14:11,Delivered
5932,297,03-01-1989 10:41,Received
5932,297,04-01-1989 10:41,InProgress
5932,297,05-01-1989 10:41,Delivered
5933,297,18-07-1990 22:09,Received
5933,297,19-07-1990 22:09,InProgress
5933,297,20-07-1990 22:09,Delivered
5934,297,04-04-1970 11:32,Received
5934,297,05-04-1970 11:32,InProgress
5934,297,06-04-1970 11:32,Delivered
5935,297,02-11-1998 08:30,Received
5935,297,03-11-1998 08:30,InProgress
5935,297,04-11-1998 08:30,Delivered
5936,297,20-11-1971 09:36,Received
5936,297,21-11-1971 09:36,InProgress
5936,297,22-11-1971 09:36,Delivered
5937,297,02-11-1993 16:33,Received
5937,297,03-11-1993 16:33,InProgress
5937,297,04-11-1993 16:33,Delivered
5938,297,13-11-2015 16:11,Received
5938,297,14-11-2015 16:11,InProgress
5938,297,15-11-2015 16:11,Delivered
5939,297,23-02-2003 21:12,Received
5939,297,24-02-2003 21:12,InProgress
5939,297,25-02-2003 21:12,Delivered
5940,297,30-08-1976 07:47,Received
5940,297,31-08-1976 07:47,InProgress
5940,297,30-09-1976 07:47,Delivered
5941,298,14-04-1985 22:03,Received
5941,298,15-04-1985 22:03,InProgress
5941,298,16-04-1985 22:03,Delivered
5942,298,26-03-2011 02:47,Received
5942,298,27-03-2011 02:47,InProgress
5942,298,28-03-2011 02:47,Delivered
5943,298,03-08-2012 06:53,Received
5943,298,04-08-2012 06:53,InProgress
5943,298,05-08-2012 06:53,Delivered
5944,298,09-04-2003 07:25,Received
5944,298,10-04-2003 07:25,InProgress
5944,298,11-04-2003 07:25,Delivered
5945,298,15-12-1982 05:21,Received
5945,298,16-12-1982 05:21,InProgress
5945,298,17-12-1982 05:21,Delivered
5946,298,18-07-1996 03:22,Received
5946,298,19-07-1996 03:22,InProgress
5946,298,20-07-1996 03:22,Delivered
5947,298,18-12-1975 11:10,Received
5947,298,19-12-1975 11:10,InProgress
5947,298,20-12-1975 11:10,Delivered
5948,298,16-04-2012 12:15,Received
5948,298,17-04-2012 12:15,InProgress
5948,298,18-04-2012 12:15,Delivered
5949,298,13-01-2014 08:51,Received
5949,298,14-01-2014 08:51,InProgress
5949,298,15-01-2014 08:51,Delivered
5950,298,30-11-1974 19:44,Received
5950,298,25-01-1975 19:44,InProgress
5950,298,30-12-1974 19:44,Delivered
5951,298,03-09-2002 01:17,Received
5951,298,04-09-2002 01:17,InProgress
5951,298,05-09-2002 01:17,Delivered
5952,298,14-10-1974 01:43,Received
5952,298,15-10-1974 01:43,InProgress
5952,298,16-10-1974 01:43,Delivered
5953,298,12-05-2009 18:14,Received
5953,298,13-05-2009 18:14,InProgress
5953,298,14-05-2009 18:14,Delivered
5954,298,19-01-2008 18:15,Received
5954,298,20-01-2008 18:15,InProgress
5954,298,21-01-2008 18:15,Delivered
5955,298,14-12-2003 12:12,Received
5955,298,15-12-2003 12:12,InProgress
5955,298,16-12-2003 12:12,Delivered
5956,298,10-09-2017 10:58,Received
5956,298,11-09-2017 10:58,InProgress
5956,298,12-09-2017 10:58,Delivered
5957,298,21-02-2022 09:28,Received
5957,298,22-02-2022 09:28,InProgress
5957,298,23-02-2022 09:28,Delivered
5958,298,06-06-1984 09:25,Received
5958,298,07-06-1984 09:25,InProgress
5958,298,08-06-1984 09:25,Delivered
5959,298,16-08-2018 14:44,Received
5959,298,17-08-2018 14:44,InProgress
5959,298,18-08-2018 14:44,Delivered
5960,298,22-01-1978 23:23,Received
5960,298,23-01-1978 23:23,InProgress
5960,298,24-01-1978 23:23,Delivered
5961,299,28-02-1980 11:16,Received
5961,299,29-02-1980 11:16,InProgress
5961,299,28-03-1980 11:16,Delivered
5962,299,28-03-1998 14:51,Received
5962,299,29-03-1998 14:51,InProgress
5962,299,30-03-1998 14:51,Delivered
5963,299,04-05-2016 11:49,Received
5963,299,05-05-2016 11:49,InProgress
5963,299,06-05-2016 11:49,Delivered
5964,299,04-11-1976 12:06,Received
5964,299,05-11-1976 12:06,InProgress
5964,299,06-11-1976 12:06,Delivered
5965,299,17-03-2013 19:49,Received
5965,299,18-03-2013 19:49,InProgress
5965,299,19-03-2013 19:49,Delivered
5966,299,11-08-1978 15:02,Received
5966,299,12-08-1978 15:02,InProgress
5966,299,13-08-1978 15:02,Delivered
5967,299,10-03-1984 00:49,Received
5967,299,11-03-1984 00:49,InProgress
5967,299,12-03-1984 00:49,Delivered
5968,299,14-08-2019 17:13,Received
5968,299,15-08-2019 17:13,InProgress
5968,299,16-08-2019 17:13,Delivered
5969,299,14-07-2012 20:21,Received
5969,299,15-07-2012 20:21,InProgress
5969,299,16-07-2012 20:21,Delivered
5970,299,24-04-1971 00:21,Received
5970,299,25-04-1971 00:21,InProgress
5970,299,26-04-1971 00:21,Delivered
5971,299,01-06-1980 02:23,Received
5971,299,02-06-1980 02:23,InProgress
5971,299,03-06-1980 02:23,Delivered
5972,299,19-07-1998 08:48,Received
5972,299,20-07-1998 08:48,InProgress
5972,299,21-07-1998 08:48,Delivered
5973,299,24-02-2020 14:54,Received
5973,299,25-02-2020 14:54,InProgress
5973,299,26-02-2020 14:54,Delivered
5974,299,03-01-1997 20:31,Received
5974,299,04-01-1997 20:31,InProgress
5974,299,05-01-1997 20:31,Delivered
5975,299,12-09-2003 17:44,Received
5975,299,13-09-2003 17:44,InProgress
5975,299,14-09-2003 17:44,Delivered
5976,299,06-09-1975 12:56,Received
5976,299,07-09-1975 12:56,InProgress
5976,299,08-09-1975 12:56,Delivered
5977,299,07-09-1999 22:31,Received
5977,299,08-09-1999 22:31,InProgress
5977,299,09-09-1999 22:31,Delivered
5978,299,03-04-2022 10:17,Received
5978,299,04-04-2022 10:17,InProgress
5978,299,05-04-2022 10:17,Delivered
5979,299,22-12-2015 09:26,Received
5979,299,23-12-2015 09:26,InProgress
5979,299,24-12-2015 09:26,Delivered
5980,299,23-07-1976 05:50,Received
5980,299,24-07-1976 05:50,InProgress
5980,299,25-07-1976 05:50,Delivered
5981,300,26-09-2001 10:31,Received
5981,300,27-09-2001 10:31,InProgress
5981,300,28-09-2001 10:31,Delivered
5982,300,19-12-1989 08:03,Received
5982,300,20-12-1989 08:03,InProgress
5982,300,21-12-1989 08:03,Delivered
5983,300,17-08-1987 09:35,Received
5983,300,18-08-1987 09:35,InProgress
5983,300,19-08-1987 09:35,Delivered
5984,300,30-09-1994 01:25,Received
5984,300,25-01-1995 01:25,InProgress
5984,300,30-10-1994 01:25,Delivered
5985,300,08-01-1995 13:01,Received
5985,300,09-01-1995 13:01,InProgress
5985,300,10-01-1995 13:01,Delivered
5986,300,13-05-2018 22:12,Received
5986,300,14-05-2018 22:12,InProgress
5986,300,15-05-2018 22:12,Delivered
5987,300,12-05-2002 13:32,Received
5987,300,13-05-2002 13:32,InProgress
5987,300,14-05-2002 13:32,Delivered
5988,300,30-01-2004 12:41,Received
5988,300,31-01-2004 12:41,InProgress
5988,300,01-01-2005 12:41,Delivered
5989,300,06-09-2018 01:06,Received
5989,300,07-09-2018 01:06,InProgress
5989,300,08-09-2018 01:06,Delivered
5990,300,30-01-1989 12:02,Received
5990,300,31-01-1989 12:02,InProgress
5990,300,01-01-1990 12:02,Delivered
5991,300,08-11-2009 14:32,Received
5991,300,09-11-2009 14:32,InProgress
5991,300,10-11-2009 14:32,Delivered
5992,300,03-01-2009 12:34,Received
5992,300,04-01-2009 12:34,InProgress
5992,300,05-01-2009 12:34,Delivered
5993,300,29-11-1970 00:24,Received
5993,300,30-11-1970 00:24,InProgress
5993,300,29-12-1970 00:24,Delivered
5994,300,22-11-1970 12:15,Received
5994,300,23-11-1970 12:15,InProgress
5994,300,24-11-1970 12:15,Delivered
5995,300,11-11-1993 07:01,Received
5995,300,12-11-1993 07:01,InProgress
5995,300,13-11-1993 07:01,Delivered
5996,300,25-12-2007 20:19,Received
5996,300,26-12-2007 20:19,InProgress
5996,300,27-12-2007 20:19,Delivered
5997,300,06-08-1972 23:31,Received
5997,300,07-08-1972 23:31,InProgress
5997,300,08-08-1972 23:31,Delivered
5998,300,06-01-2004 16:16,Received
5998,300,07-01-2004 16:16,InProgress
5998,300,08-01-2004 16:16,Delivered
5999,300,20-06-1989 17:38,Received
5999,300,21-06-1989 17:38,InProgress
5999,300,22-06-1989 17:38,Delivered
6000,300,13-10-2004 12:28,Received
6000,300,14-10-2004 12:28,InProgress
6000,300,15-10-2004 12:28,Delivered
6001,301,07-05-2012 12:17,Received
6001,301,08-05-2012 12:17,InProgress
6001,301,09-05-2012 12:17,Delivered
6002,301,01-08-1981 23:55,Received
6002,301,02-08-1981 23:55,InProgress
6002,301,03-08-1981 23:55,Delivered
6003,301,21-04-2011 14:04,Received
6003,301,22-04-2011 14:04,InProgress
6003,301,23-04-2011 14:04,Delivered
6004,301,10-06-1992 02:50,Received
6004,301,11-06-1992 02:50,InProgress
6004,301,12-06-1992 02:50,Delivered
6005,301,22-04-1985 02:35,Received
6005,301,23-04-1985 02:35,InProgress
6005,301,24-04-1985 02:35,Delivered
6006,301,10-09-1979 10:27,Received
6006,301,11-09-1979 10:27,InProgress
6006,301,12-09-1979 10:27,Delivered
6007,301,19-06-2013 13:05,Received
6007,301,20-06-2013 13:05,InProgress
6007,301,21-06-2013 13:05,Delivered
6008,301,23-03-2010 05:55,Received
6008,301,24-03-2010 05:55,InProgress
6008,301,25-03-2010 05:55,Delivered
6009,301,24-03-2022 14:56,Received
6009,301,25-03-2022 14:56,InProgress
6009,301,26-03-2022 14:56,Delivered
6010,301,21-08-2015 19:52,Received
6010,301,22-08-2015 19:52,InProgress
6010,301,23-08-2015 19:52,Delivered
6011,301,10-07-2021 19:27,Received
6011,301,11-07-2021 19:27,InProgress
6011,301,12-07-2021 19:27,Delivered
6012,301,23-01-1998 19:34,Received
6012,301,24-01-1998 19:34,InProgress
6012,301,25-01-1998 19:34,Delivered
6013,301,18-05-2005 15:31,Received
6013,301,19-05-2005 15:31,InProgress
6013,301,20-05-2005 15:31,Delivered
6014,301,13-11-2002 18:07,Received
6014,301,14-11-2002 18:07,InProgress
6014,301,15-11-2002 18:07,Delivered
6015,301,13-01-1973 00:31,Received
6015,301,14-01-1973 00:31,InProgress
6015,301,15-01-1973 00:31,Delivered
6016,301,15-06-1980 18:20,Received
6016,301,16-06-1980 18:20,InProgress
6016,301,17-06-1980 18:20,Delivered
6017,301,14-11-2015 19:30,Received
6017,301,15-11-2015 19:30,InProgress
6017,301,16-11-2015 19:30,Delivered
6018,301,11-07-2013 07:42,Received
6018,301,12-07-2013 07:42,InProgress
6018,301,13-07-2013 07:42,Delivered
6019,301,17-10-2007 19:12,Received
6019,301,18-10-2007 19:12,InProgress
6019,301,19-10-2007 19:12,Delivered
6020,301,19-06-1988 10:09,Received
6020,301,20-06-1988 10:09,InProgress
6020,301,21-06-1988 10:09,Delivered
6021,302,28-11-1989 17:24,Received
6021,302,29-11-1989 17:24,InProgress
6021,302,30-11-1989 17:24,Delivered
6022,302,18-03-1974 06:06,Received
6022,302,19-03-1974 06:06,InProgress
6022,302,20-03-1974 06:06,Delivered
6023,302,25-11-1971 05:07,Received
6023,302,26-11-1971 05:07,InProgress
6023,302,27-11-1971 05:07,Delivered
6024,302,21-01-1999 02:39,Received
6024,302,22-01-1999 02:39,InProgress
6024,302,23-01-1999 02:39,Delivered
6025,302,15-10-1977 14:30,Received
6025,302,16-10-1977 14:30,InProgress
6025,302,17-10-1977 14:30,Delivered
6026,302,11-06-2016 22:11,Received
6026,302,12-06-2016 22:11,InProgress
6026,302,13-06-2016 22:11,Delivered
6027,302,20-04-1971 01:58,Received
6027,302,21-04-1971 01:58,InProgress
6027,302,22-04-1971 01:58,Delivered
6028,302,13-11-2004 15:04,Received
6028,302,14-11-2004 15:04,InProgress
6028,302,15-11-2004 15:04,Delivered
6029,302,16-12-1974 21:30,Received
6029,302,17-12-1974 21:30,InProgress
6029,302,18-12-1974 21:30,Delivered
6030,302,04-04-2003 13:09,Received
6030,302,05-04-2003 13:09,InProgress
6030,302,06-04-2003 13:09,Delivered
6031,302,07-01-1996 10:55,Received
6031,302,08-01-1996 10:55,InProgress
6031,302,09-01-1996 10:55,Delivered
6032,302,19-02-1973 16:20,Received
6032,302,20-02-1973 16:20,InProgress
6032,302,21-02-1973 16:20,Delivered
6033,302,16-04-1995 13:12,Received
6033,302,17-04-1995 13:12,InProgress
6033,302,18-04-1995 13:12,Delivered
6034,302,21-08-1970 19:31,Received
6034,302,22-08-1970 19:31,InProgress
6034,302,23-08-1970 19:31,Delivered
6035,302,26-01-2001 00:26,Received
6035,302,27-01-2001 00:26,InProgress
6035,302,28-01-2001 00:26,Delivered
6036,302,07-02-1981 11:35,Received
6036,302,08-02-1981 11:35,InProgress
6036,302,09-02-1981 11:35,Delivered
6037,302,23-07-1990 20:59,Received
6037,302,24-07-1990 20:59,InProgress
6037,302,25-07-1990 20:59,Delivered
6038,302,26-02-1979 20:27,Received
6038,302,27-02-1979 20:27,InProgress
6038,302,28-02-1979 20:27,Delivered
6039,302,29-08-1992 13:13,Received
6039,302,30-08-1992 13:13,InProgress
6039,302,31-08-1992 13:13,Delivered
6040,302,11-09-1970 01:33,Received
6040,302,12-09-1970 01:33,InProgress
6040,302,13-09-1970 01:33,Delivered
6041,303,11-09-1978 12:54,Received
6041,303,12-09-1978 12:54,InProgress
6041,303,13-09-1978 12:54,Delivered
6042,303,24-09-2003 19:33,Received
6042,303,25-09-2003 19:33,InProgress
6042,303,26-09-2003 19:33,Delivered
6043,303,07-08-2019 17:54,Received
6043,303,08-08-2019 17:54,InProgress
6043,303,09-08-2019 17:54,Delivered
6044,303,17-08-1989 03:11,Received
6044,303,18-08-1989 03:11,InProgress
6044,303,19-08-1989 03:11,Delivered
6045,303,05-09-1999 18:07,Received
6045,303,06-09-1999 18:07,InProgress
6045,303,07-09-1999 18:07,Delivered
6046,303,12-03-1996 17:13,Received
6046,303,13-03-1996 17:13,InProgress
6046,303,14-03-1996 17:13,Delivered
6047,303,21-08-1992 09:20,Received
6047,303,22-08-1992 09:20,InProgress
6047,303,23-08-1992 09:20,Delivered
6048,303,03-06-1996 07:07,Received
6048,303,04-06-1996 07:07,InProgress
6048,303,05-06-1996 07:07,Delivered
6049,303,22-06-1994 16:55,Received
6049,303,23-06-1994 16:55,InProgress
6049,303,24-06-1994 16:55,Delivered
6050,303,27-07-2002 12:23,Received
6050,303,28-07-2002 12:23,InProgress
6050,303,29-07-2002 12:23,Delivered
6051,303,02-03-1974 13:50,Received
6051,303,03-03-1974 13:50,InProgress
6051,303,04-03-1974 13:50,Delivered
6052,303,27-06-1983 06:16,Received
6052,303,28-06-1983 06:16,InProgress
6052,303,29-06-1983 06:16,Delivered
6053,303,13-02-1989 23:30,Received
6053,303,14-02-1989 23:30,InProgress
6053,303,15-02-1989 23:30,Delivered
6054,303,14-07-2005 10:34,Received
6054,303,15-07-2005 10:34,InProgress
6054,303,16-07-2005 10:34,Delivered
6055,303,08-04-1991 19:39,Received
6055,303,09-04-1991 19:39,InProgress
6055,303,10-04-1991 19:39,Delivered
6056,303,27-05-1983 22:44,Received
6056,303,28-05-1983 22:44,InProgress
6056,303,29-05-1983 22:44,Delivered
6057,303,26-05-1983 06:25,Received
6057,303,27-05-1983 06:25,InProgress
6057,303,28-05-1983 06:25,Delivered
6058,303,20-04-1991 17:12,Received
6058,303,21-04-1991 17:12,InProgress
6058,303,22-04-1991 17:12,Delivered
6059,303,18-09-2013 00:18,Received
6059,303,19-09-2013 00:18,InProgress
6059,303,20-09-2013 00:18,Delivered
6060,303,06-07-1987 03:21,Received
6060,303,07-07-1987 03:21,InProgress
6060,303,08-07-1987 03:21,Delivered
6061,304,20-01-2015 05:36,Received
6061,304,21-01-2015 05:36,InProgress
6061,304,22-01-2015 05:36,Delivered
6062,304,16-01-1991 19:20,Received
6062,304,17-01-1991 19:20,InProgress
6062,304,18-01-1991 19:20,Delivered
6063,304,15-11-1970 13:18,Received
6063,304,16-11-1970 13:18,InProgress
6063,304,17-11-1970 13:18,Delivered
6064,304,04-08-2020 08:44,Received
6064,304,05-08-2020 08:44,InProgress
6064,304,06-08-2020 08:44,Delivered
6065,304,02-02-2018 13:11,Received
6065,304,03-02-2018 13:11,InProgress
6065,304,04-02-2018 13:11,Delivered
6066,304,13-03-2013 18:07,Received
6066,304,14-03-2013 18:07,InProgress
6066,304,15-03-2013 18:07,Delivered
6067,304,09-01-2017 01:26,Received
6067,304,10-01-2017 01:26,InProgress
6067,304,11-01-2017 01:26,Delivered
6068,304,01-05-1978 14:04,Received
6068,304,02-05-1978 14:04,InProgress
6068,304,03-05-1978 14:04,Delivered
6069,304,21-07-1973 14:25,Received
6069,304,22-07-1973 14:25,InProgress
6069,304,23-07-1973 14:25,Delivered
6070,304,20-08-2006 17:06,Received
6070,304,21-08-2006 17:06,InProgress
6070,304,22-08-2006 17:06,Delivered
6071,304,15-04-2012 22:23,Received
6071,304,16-04-2012 22:23,InProgress
6071,304,17-04-2012 22:23,Delivered
6072,304,18-05-2022 15:38,Received
6072,304,19-05-2022 15:38,InProgress
6072,304,20-05-2022 15:38,Delivered
6073,304,20-01-1991 06:35,Received
6073,304,21-01-1991 06:35,InProgress
6073,304,22-01-1991 06:35,Delivered
6074,304,13-01-2021 11:26,Received
6074,304,14-01-2021 11:26,InProgress
6074,304,15-01-2021 11:26,Delivered
6075,304,15-06-2007 02:30,Received
6075,304,16-06-2007 02:30,InProgress
6075,304,17-06-2007 02:30,Delivered
6076,304,07-05-1976 22:53,Received
6076,304,08-05-1976 22:53,InProgress
6076,304,09-05-1976 22:53,Delivered
6077,304,12-09-1993 17:07,Received
6077,304,13-09-1993 17:07,InProgress
6077,304,14-09-1993 17:07,Delivered
6078,304,17-02-2016 08:31,Received
6078,304,18-02-2016 08:31,InProgress
6078,304,19-02-2016 08:31,Delivered
6079,304,13-10-1972 15:32,Received
6079,304,14-10-1972 15:32,InProgress
6079,304,15-10-1972 15:32,Delivered
6080,304,29-03-2010 11:24,Received
6080,304,30-03-2010 11:24,InProgress
6080,304,31-03-2010 11:24,Delivered
6081,305,26-02-1999 07:18,Received
6081,305,27-02-1999 07:18,InProgress
6081,305,28-02-1999 07:18,Delivered
6082,305,21-06-2011 18:35,Received
6082,305,22-06-2011 18:35,InProgress
6082,305,23-06-2011 18:35,Delivered
6083,305,27-06-2016 02:58,Received
6083,305,28-06-2016 02:58,InProgress
6083,305,29-06-2016 02:58,Delivered
6084,305,15-06-1990 06:10,Received
6084,305,16-06-1990 06:10,InProgress
6084,305,17-06-1990 06:10,Delivered
6085,305,25-02-1992 20:41,Received
6085,305,26-02-1992 20:41,InProgress
6085,305,27-02-1992 20:41,Delivered
6086,305,29-11-1990 22:19,Received
6086,305,30-11-1990 22:19,InProgress
6086,305,29-12-1990 22:19,Delivered
6087,305,08-10-1974 03:56,Received
6087,305,09-10-1974 03:56,InProgress
6087,305,10-10-1974 03:56,Delivered
6088,305,14-04-1986 19:02,Received
6088,305,15-04-1986 19:02,InProgress
6088,305,16-04-1986 19:02,Delivered
6089,305,18-02-1971 15:20,Received
6089,305,19-02-1971 15:20,InProgress
6089,305,20-02-1971 15:20,Delivered
6090,305,13-12-1971 12:05,Received
6090,305,14-12-1971 12:05,InProgress
6090,305,15-12-1971 12:05,Delivered
6091,305,12-12-1983 17:06,Received
6091,305,13-12-1983 17:06,InProgress
6091,305,14-12-1983 17:06,Delivered
6092,305,02-03-2019 02:41,Received
6092,305,03-03-2019 02:41,InProgress
6092,305,04-03-2019 02:41,Delivered
6093,305,15-02-2006 08:27,Received
6093,305,16-02-2006 08:27,InProgress
6093,305,17-02-2006 08:27,Delivered
6094,305,17-10-1972 01:07,Received
6094,305,18-10-1972 01:07,InProgress
6094,305,19-10-1972 01:07,Delivered
6095,305,10-11-1984 16:39,Received
6095,305,11-11-1984 16:39,InProgress
6095,305,12-11-1984 16:39,Delivered
6096,305,07-10-1996 10:10,Received
6096,305,08-10-1996 10:10,InProgress
6096,305,09-10-1996 10:10,Delivered
6097,305,17-05-1987 21:40,Received
6097,305,18-05-1987 21:40,InProgress
6097,305,19-05-1987 21:40,Delivered
6098,305,27-08-2006 14:59,Received
6098,305,28-08-2006 14:59,InProgress
6098,305,29-08-2006 14:59,Delivered
6099,305,07-07-1979 17:26,Received
6099,305,08-07-1979 17:26,InProgress
6099,305,09-07-1979 17:26,Delivered
6100,305,11-12-2005 13:55,Received
6100,305,12-12-2005 13:55,InProgress
6100,305,13-12-2005 13:55,Delivered
6101,306,11-07-2000 23:02,Received
6101,306,12-07-2000 23:02,InProgress
6101,306,13-07-2000 23:02,Delivered
6102,306,18-08-2011 10:23,Received
6102,306,19-08-2011 10:23,InProgress
6102,306,20-08-2011 10:23,Delivered
6103,306,30-04-2006 03:21,Received
6103,306,25-01-2007 03:21,InProgress
6103,306,30-05-2006 03:21,Delivered
6104,306,14-01-1971 18:16,Received
6104,306,15-01-1971 18:16,InProgress
6104,306,16-01-1971 18:16,Delivered
6105,306,29-04-1975 04:36,Received
6105,306,30-04-1975 04:36,InProgress
6105,306,29-05-1975 04:36,Delivered
6106,306,08-10-2007 17:18,Received
6106,306,09-10-2007 17:18,InProgress
6106,306,10-10-2007 17:18,Delivered
6107,306,13-07-2003 18:03,Received
6107,306,14-07-2003 18:03,InProgress
6107,306,15-07-2003 18:03,Delivered
6108,306,19-12-2000 20:42,Received
6108,306,20-12-2000 20:42,InProgress
6108,306,21-12-2000 20:42,Delivered
6109,306,03-06-1973 12:54,Received
6109,306,04-06-1973 12:54,InProgress
6109,306,05-06-1973 12:54,Delivered
6110,306,25-04-2013 01:52,Received
6110,306,26-04-2013 01:52,InProgress
6110,306,27-04-2013 01:52,Delivered
6111,306,03-06-1994 19:03,Received
6111,306,04-06-1994 19:03,InProgress
6111,306,05-06-1994 19:03,Delivered
6112,306,17-06-2002 10:20,Received
6112,306,18-06-2002 10:20,InProgress
6112,306,19-06-2002 10:20,Delivered
6113,306,26-10-2017 15:36,Received
6113,306,27-10-2017 15:36,InProgress
6113,306,28-10-2017 15:36,Delivered
6114,306,29-12-2013 06:10,Received
6114,306,30-12-2013 06:10,InProgress
6114,306,31-12-2013 06:10,Delivered
6115,306,06-10-2001 18:28,Received
6115,306,07-10-2001 18:28,InProgress
6115,306,08-10-2001 18:28,Delivered
6116,306,26-09-1970 19:56,Received
6116,306,27-09-1970 19:56,InProgress
6116,306,28-09-1970 19:56,Delivered
6117,306,11-04-1988 01:37,Received
6117,306,12-04-1988 01:37,InProgress
6117,306,13-04-1988 01:37,Delivered
6118,306,04-05-1977 07:21,Received
6118,306,05-05-1977 07:21,InProgress
6118,306,06-05-1977 07:21,Delivered
6119,306,09-11-1970 20:48,Received
6119,306,10-11-1970 20:48,InProgress
6119,306,11-11-1970 20:48,Delivered
6120,306,18-08-1973 01:09,Received
6120,306,19-08-1973 01:09,InProgress
6120,306,20-08-1973 01:09,Delivered
6121,307,27-08-1998 20:00,Received
6121,307,28-08-1998 20:00,InProgress
6121,307,29-08-1998 20:00,Delivered
6122,307,23-04-1987 15:18,Received
6122,307,24-04-1987 15:18,InProgress
6122,307,25-04-1987 15:18,Delivered
6123,307,06-07-1979 14:44,Received
6123,307,07-07-1979 14:44,InProgress
6123,307,08-07-1979 14:44,Delivered
6124,307,11-07-1972 00:36,Received
6124,307,12-07-1972 00:36,InProgress
6124,307,13-07-1972 00:36,Delivered
6125,307,20-06-1998 02:43,Received
6125,307,21-06-1998 02:43,InProgress
6125,307,22-06-1998 02:43,Delivered
6126,307,01-04-1984 14:28,Received
6126,307,02-04-1984 14:28,InProgress
6126,307,03-04-1984 14:28,Delivered
6127,307,03-01-2022 00:54,Received
6127,307,04-01-2022 00:54,InProgress
6127,307,05-01-2022 00:54,Delivered
6128,307,22-04-1983 18:21,Received
6128,307,23-04-1983 18:21,InProgress
6128,307,24-04-1983 18:21,Delivered
6129,307,05-08-2014 22:16,Received
6129,307,06-08-2014 22:16,InProgress
6129,307,07-08-2014 22:16,Delivered
6130,307,06-09-2014 14:05,Received
6130,307,07-09-2014 14:05,InProgress
6130,307,08-09-2014 14:05,Delivered
6131,307,01-09-1976 13:32,Received
6131,307,02-09-1976 13:32,InProgress
6131,307,03-09-1976 13:32,Delivered
6132,307,31-12-1988 17:09,Received
6132,307,26-01-1989 17:09,InProgress
6132,307,01-01-1989 17:09,Delivered
6133,307,06-05-2015 07:55,Received
6133,307,07-05-2015 07:55,InProgress
6133,307,08-05-2015 07:55,Delivered
6134,307,22-11-2010 16:54,Received
6134,307,23-11-2010 16:54,InProgress
6134,307,24-11-2010 16:54,Delivered
6135,307,30-09-1976 14:31,Received
6135,307,25-01-1977 14:31,InProgress
6135,307,30-10-1976 14:31,Delivered
6136,307,22-03-2010 02:24,Received
6136,307,23-03-2010 02:24,InProgress
6136,307,24-03-2010 02:24,Delivered
6137,307,11-09-2016 06:28,Received
6137,307,12-09-2016 06:28,InProgress
6137,307,13-09-2016 06:28,Delivered
6138,307,16-01-1983 03:24,Received
6138,307,17-01-1983 03:24,InProgress
6138,307,18-01-1983 03:24,Delivered
6139,307,07-02-2004 21:40,Received
6139,307,08-02-2004 21:40,InProgress
6139,307,09-02-2004 21:40,Delivered
6140,307,13-06-2003 14:03,Received
6140,307,14-06-2003 14:03,InProgress
6140,307,15-06-2003 14:03,Delivered
6141,308,17-08-1986 22:05,Received
6141,308,18-08-1986 22:05,InProgress
6141,308,19-08-1986 22:05,Delivered
6142,308,29-09-1991 08:58,Received
6142,308,30-09-1991 08:58,InProgress
6142,308,29-10-1991 08:58,Delivered
6143,308,02-07-2000 11:56,Received
6143,308,03-07-2000 11:56,InProgress
6143,308,04-07-2000 11:56,Delivered
6144,308,25-08-1987 16:15,Received
6144,308,26-08-1987 16:15,InProgress
6144,308,27-08-1987 16:15,Delivered
6145,308,12-03-2022 18:19,Received
6145,308,13-03-2022 18:19,InProgress
6145,308,14-03-2022 18:19,Delivered
6146,308,28-05-1986 23:01,Received
6146,308,29-05-1986 23:01,InProgress
6146,308,30-05-1986 23:01,Delivered
6147,308,25-03-2007 09:52,Received
6147,308,26-03-2007 09:52,InProgress
6147,308,27-03-2007 09:52,Delivered
6148,308,03-06-2009 18:32,Received
6148,308,04-06-2009 18:32,InProgress
6148,308,05-06-2009 18:32,Delivered
6149,308,25-01-2017 17:47,Received
6149,308,26-01-2017 17:47,InProgress
6149,308,27-01-2017 17:47,Delivered
6150,308,31-07-2007 07:17,Received
6150,308,26-01-2008 07:17,InProgress
6150,308,31-08-2007 07:17,Delivered
6151,308,11-04-2011 03:20,Received
6151,308,12-04-2011 03:20,InProgress
6151,308,13-04-2011 03:20,Delivered
6152,308,22-04-1970 11:07,Received
6152,308,23-04-1970 11:07,InProgress
6152,308,24-04-1970 11:07,Delivered
6153,308,23-04-2021 01:52,Received
6153,308,24-04-2021 01:52,InProgress
6153,308,25-04-2021 01:52,Delivered
6154,308,26-05-1986 02:53,Received
6154,308,27-05-1986 02:53,InProgress
6154,308,28-05-1986 02:53,Delivered
6155,308,29-09-1995 16:02,Received
6155,308,30-09-1995 16:02,InProgress
6155,308,29-10-1995 16:02,Delivered
6156,308,04-02-1981 12:07,Received
6156,308,05-02-1981 12:07,InProgress
6156,308,06-02-1981 12:07,Delivered
6157,308,21-04-2011 17:06,Received
6157,308,22-04-2011 17:06,InProgress
6157,308,23-04-2011 17:06,Delivered
6158,308,10-10-2016 16:55,Received
6158,308,11-10-2016 16:55,InProgress
